"Author","Year","Art_ID","Experimental_Unit","Group","Species","Strain","Sex","Age_wks","Duration_wks","Method","Diet_P","Diet_C","Diet_F","Diet_Iso","Diet_Leu","Diet_Val","Diet_BCAA","Diet_kJ_g","Trait","Time_fasted","Change_Adjusted","n","Mean","SD","unique_ID"
"Colombo ",1992,19,"19_1","19_1_1","R","Wistar_rat","M",NA,2.142857,"ad_lib",9,78,13,0.44,0.9,0.21,1.55,14.9,"intake",0,NA,7,28.2,1.1,"19_1"
"Colombo ",1992,19,"19_1","19_1_2","R","Wistar_rat","M",NA,2.142857,"ad_lib",20,67,13,1,2.04,0.46,3.5,14.9,"intake",0,NA,7,23.9,1.2,"19_1"
"Colombo ",1992,19,"19_1","19_1_3","R","Wistar_rat","M",NA,2.142857,"ad_lib",37,50,13,1.85,3.77,0.83,6.45,14.9,"intake",0,NA,7,23.7,0.8,"19_1"
"Colombo ",1992,19,"19_1","19_1_4","R","Wistar_rat","M",NA,2.142857,"ad_lib",58,29,13,2.91,5.9,1.3,10.11,14.9,"intake",0,NA,7,22.1,2.5,"19_1"
"French",2017,24,"24_1","24_1_1","R","Zucker_Lean_rat","M",12,12,"ad_lib",21.6,65.4,13,1.01,1.82,1.33,4.16,15.9,"intake",0,NA,8,21.347,0.997448244,"24_1"
"French",2017,24,"24_1","24_1_2","R","Zucker_Lean_rat","M",12,12,"ad_lib",42.6,44.3,13.1,2.01,3.65,2.67,8.33,15.9,"intake",0,NA,10,20.51,0.54,"24_1"
"Freudenberg",2012,25,"25_1","25_1_1","M","C57Bl6_mouse","M",10,20,"ad_lib",8.9,48.05,43.1,0.48,1.31,0.48,2.27,17.6,"intake",0,NA,10,3.61,0.12,"25_1"
"Freudenberg",2012,25,"25_1","25_1_2","M","C57Bl6_mouse","M",10,20,"ad_lib",14.24,42.64,43.1,0.48,6.51,0.5,7.49,17.6,"intake",0,NA,10,3.37,0.3,"25_1"
"Freudenberg",2012,25,"25_1","25_1_3","M","C57Bl6_mouse","M",10,20,"ad_lib",44.8,11.9,43.4,2.5,7.04,2.39,11.93,17.6,"intake",0,NA,10,3.01,0.09,"25_1"
"Freudenberg",2013,26,"26_1","26_1_1","M","C57Bl6_mouse","M",10,1,"ad_lib",8.9,48.05,43.1,0.48,1.31,0.48,2.27,17.6,"intake",0,NA,7,3.97,0.11,"26_1"
"Freudenberg",2013,26,"26_1","26_1_2","M","C57Bl6_mouse","M",10,1,"ad_lib",14.24,42.64,43.1,0.48,6.51,0.5,7.49,17.6,"intake",0,NA,7,3.63,0.56,"26_1"
"Freudenberg",2013,26,"26_1","26_1_3","M","C57Bl6_mouse","M",10,1,"ad_lib",44.8,11.9,43.4,2.5,7.04,2.39,11.93,17.6,"intake",0,NA,7,2.67,0.56,"26_1"
"Harper",1984,28,"28_1","28_1_1","R","Holtzman_rat","M",NA,1.857143,"ad_lib",14.13,74.7,11.1,1.134394942,0.298577367,1.134394942,2.567367251,17.1,"intake",0,NA,8,7.8,1.322875656,"28_1"
"Harper",1984,28,"28_1","28_1_2","R","Holtzman_rat","M",NA,1.857143,"ad_lib",14.6,74.4,11.1,1.134394942,0.597154733,1.134394942,2.865944617,17.1,"intake",0,NA,8,13.5,2.38117618,"28_1"
"Harper",1984,28,"28_1","28_1_3","R","Holtzman_rat","M",NA,1.857143,"ad_lib",14.6,74.2,11.1,1.134394942,0.796206311,1.134394942,3.064996195,17.1,"intake",0,NA,8,15.3,1.852025918,"28_1"
"Harper",1984,28,"28_1","28_1_4","R","Holtzman_rat","M",NA,1.857143,"ad_lib",15.5,73.4,11.1,1.134394942,1.691938411,1.134394942,3.960728295,17.1,"intake",0,NA,8,15.9,2.116601049,"28_1"
"Harper",1984,28,"28_1","28_1_5","R","Holtzman_rat","M",NA,1.857143,"ad_lib",16.2,72.7,11.1,1.134394942,2.388618933,1.134394942,4.657408817,17.1,"intake",0,NA,8,15.4,1.058300524,"28_1"
"Hashimoto",2004,29,"29_1","29_1_1","R","Wistar_rat","M",5,1,"ad_lib",19.86,69,11.1,0.95,1.75,1.15,3.85,17.1,"intake",0,NA,9,13,0.848528137,"29_1"
"Hashimoto",2004,29,"29_1","29_1_2","R","Wistar_rat","M",5,1,"ad_lib",59.58,29.31,11.1,2.86,5.27,3.45,11.58,17.1,"intake",0,NA,9,12.3,0.848528137,"29_1"
"Hashimoto",2004,29,"29_1","29_1_3","R","Wistar_rat","M",5,1,"ad_lib",27.59,61.3,11.1,2.86,5.3,3.46,11.62,17.1,"intake",0,NA,9,12.4,0.848528137,"29_1"
"Hashimoto",2004,29,"29_2","29_2_1","R","Wistar_rat","M",5,1,"ad_lib",19.86,69,11.1,0.95,1.75,1.15,3.85,17.1,"intake",0,NA,6,15.4,1.341640786,"29_2"
"Hashimoto",2004,29,"29_2","29_2_2","R","Wistar_rat","M",5,1,"ad_lib",21.76,67.13,11.1,2.86,1.76,1.15,5.77,17.1,"intake",0,NA,6,14.7,1.565247584,"29_2"
"Hashimoto",2004,29,"29_2","29_2_3","R","Wistar_rat","M",5,1,"ad_lib",22.16,66.7,11.1,0.95,1.76,3.6,6.31,17.1,"intake",0,NA,6,14.3,0.670820393,"29_2"
"Hashimoto",2004,29,"29_2","29_2_4","R","Wistar_rat","M",5,1,"ad_lib",23.36,65.5,11.1,0.95,5.3,1.15,7.4,17.1,"intake",0,NA,6,16,1.118033989,"29_2"
"Hashimoto",2004,29,"29_2","29_2_5","R","Wistar_rat","M",5,1,"ad_lib",59.58,29.31,11.1,2.86,5.27,3.45,11.58,17.1,"intake",0,NA,6,13.7,2.01246118,"29_2"
"Hashimoto",2004,29,"29_2","29_2_6","R","Wistar_rat","M",5,1,"ad_lib",27.59,61.3,11.1,2.86,5.3,3.46,11.62,17.1,"intake",0,NA,6,15,1.565247584,"29_2"
"Kaimoto",2013,31,"31_1","31_1_1","R","Wistar_rat","M",5,3,"ad_lib",19.32,63.68,17,0.9,1.63,1.19,3.72,17.9,"intake",0,NA,6,14.1,1.9,"31_1"
"Kaimoto",2013,31,"31_1","31_1_2","R","Wistar_rat","M",5,3,"ad_lib",23.815,59.16,17,2.08,3.53,2.62,8.23,17.9,"intake",0,NA,12,13.3,1.9,"31_1"
"Katayama ",1990,32,"32_1","32_1_1","R","Wistar_rat","M",NA,1.142857,"ad_lib",10.4,78,11.6,0.47,0.86,0.63,1.96,16.4,"intake",0,NA,5,8.4,0.6,"32_1"
"Katayama ",1990,32,"32_1","32_1_2","R","Wistar_rat","M",NA,1.142857,"ad_lib",17.7,70.7,11.6,0.47,0.86,0.63,1.96,16.4,"intake",0,NA,5,6.5,1.4,"32_1"
"Katayama ",1990,32,"32_1","32_1_3","R","Wistar_rat","M",NA,1.142857,"ad_lib",18.7,69.7,11.6,0.47,0.86,0.63,1.96,16.4,"intake",0,NA,5,6.5,1.4,"32_1"
"Katayama ",1990,32,"32_1","32_1_4","R","Wistar_rat","M",NA,1.142857,"ad_lib",16.6,71.8,11.6,0.47,0.86,6.87,8.2,16.4,"intake",0,NA,5,7.4,0.4,"32_1"
"Kim",2018,34,"34_1","34_1_1","R","FischerxNorway_rat","M",116,12,"ad_lib",17.74,72.84,9.42,1.43,2.46,1.8,5.69,16.1,"intake",0,NA,8,19.86,NA,"34_1"
"Kim",2018,34,"34_1","34_1_2","R","FischerxNorway_rat","M",116,12,"ad_lib",20.15,70.7,9.14,2.17,3.59,2.68,8.44,16.3,"intake",0,NA,8,18.42,NA,"34_1"
"Liu",2014,35,"35_1","35_1_1","M","C57Bl6_mouse","M",7,21,"ad_lib",20.8,67.58,11.62,0.98,1.77,1.3,4.05,16.4,"intake",0,NA,22,3.052234432,0.229667701,"35_1"
"Liu",2014,35,"35_1","35_1_2","M","C57Bl6_mouse","M",7,21,"ad_lib",24.9,64.1,11,0.98,6.67,1.3,8.95,17.2,"intake",0,NA,22,3.223336996,0.885560376,"35_1"
