"Author","Year","Art_ID","Experimental_Unit","Group","Species","Strain","Sex","Age_wks","Duration_wks","Method","Diet_P","Diet_C","Diet_F","Diet_Iso","Diet_Leu","Diet_Val","Diet_BCAA","Diet_kJ_g","Trait","Time_fasted","Change_Adjusted","n","Mean","SD","unique_ID"
"Ohguri ",1980,49,"49_5","49_5_1","R","Donryu_rat","F",NA,12,"ad_lib",8.38,70.8,20.8,0.297,0.65,0.418,1.365,18.25,"circ_iso",0,NA,8,10.053,NA,"49_5"
"Ohguri ",1980,49,"49_5","49_5_2","R","Donryu_rat","F",NA,12,"ad_lib",12.46,67.6,19.9,0.28,5.07,0.4,5.75,19.1,"circ_iso",0,NA,8,9.68,NA,"49_5"
"Oku",1991,50,"50_1","50_1_1","R","Wistar_rat","M",NA,2,"ad_lib",9.4,69.6,21,0.44,0.8,0.59,1.83,18.1,"circ_iso",0,NA,5,105.13,NA,"50_1"
"Oku",1991,50,"50_1","50_1_2","R","Wistar_rat","M",NA,2,"ad_lib",18.8,60.18,21.02,0.89,1.61,1.18,3.68,18.1,"circ_iso",0,NA,5,127.37,NA,"50_1"
"Oku",1991,50,"50_1","50_1_3","R","Wistar_rat","M",NA,2,"ad_lib",37.6,41.37,21.02,1.77,3.21,2.35,7.33,18.1,"circ_iso",0,NA,5,173.79,NA,"50_1"
"Oku",1991,50,"50_2","50_2_1","R","Wistar_rat","M",NA,2,"ad_lib",18.8,60.18,21.02,0.89,1.61,1.18,3.68,18.1,"circ_iso",0,NA,5,84,NA,"50_2"
"Oku",1991,50,"50_2","50_2_2","R","Wistar_rat","M",NA,2,"ad_lib",21.03,58.5,20.44,3.6,1.5,1.14,6.24,18.6,"circ_iso",0,NA,5,206.21,NA,"50_2"
"Oku",1991,50,"50_2","50_2_3","R","Wistar_rat","M",NA,2,"ad_lib",21.03,58.5,20.44,0.86,1.5,3.88,6.24,18.6,"circ_iso",0,NA,5,96.98,NA,"50_2"
"Oku",1991,50,"50_2","50_2_4","R","Wistar_rat","M",NA,2,"ad_lib",21.03,58.5,20.44,0.86,4.24,1.14,6.24,18.6,"circ_iso",0,NA,5,71.58,NA,"50_2"
"Torres Leal",2011,55,"55_1","55_1_1","R","Sprague_Dawley_rat","M",32,6,"ad_lib",14.74,75.85,9.41,0.7,1.26,0.92,2.88,16.15,"circ_iso",12,NA,4,1.536,0.159348674,"55_1"
"Torres Leal",2011,55,"55_1","55_1_2","R","Sprague_Dawley_rat","M",32,6,"ad_lib",19.96,70.59,9.4,0.7,6.52,0.92,8.14,16.15,"circ_iso",12,NA,4,1.41,0.057157677,"55_1"
"Vianna",2012,56,"56_1","56_1_1","R","Sprague_Dawley_rat","M",24,40,"ad_lib",17.97,72.63,9.4,0.69,1.26,0.92,2.87,16.1,"circ_iso",5,NA,17,10.8,1.2,"56_1"
"Vianna",2012,56,"56_1","56_1_2","R","Sprague_Dawley_rat","M",24,40,"ad_lib",17.96,72.63,9.4,0.69,4.34,0.92,5.95,16.1,"circ_iso",5,NA,14,10.3,1.44222051,"56_1"
"Shimomura",2000,57,"57_1","57_1_1","R","Sprague_Dawley_rat","M",8,4,"ad_lib",21.09,67.31,11.61,0.98,1.78,1.3,4.06,16.4,"circ_iso",7,NA,6,62,6.708203932,"57_1"
"Shimomura",2000,57,"57_1","57_1_2","R","Sprague_Dawley_rat","M",8,4,"ad_lib",23.16,62.37,11.61,2.28,3.88,2.86,9.02,16.4,"circ_iso",7,NA,6,73,11.18033989,"57_1"
"May",1991,64,"64_2","64_2_1","R","Sprague_Dawley_rat","M",NA,1.857143,"gavage",9.26,79.62,11.12,0.42,0.77,0.56,1.75,17.1,"circ_iso",16,NA,5,35,10,"64_2"
"May",1991,64,"64_2","64_2_2","R","Sprague_Dawley_rat","M",NA,1.857143,"gavage",19.21,69.67,11.12,0.42,10.72,0.56,11.7,17.1,"circ_iso",16,NA,5,90,22,"64_2"
"May",1991,64,"64_2","64_2_3","R","Sprague_Dawley_rat","M",NA,1.857143,"gavage",24.18,64.69,11.12,3,10.72,2.95,16.67,17.1,"circ_iso",16,NA,5,95,20,"64_2"
"Weisdorf ",1991,65,"65_1","65_1_1","R","Sprague_Dawley_rat","B",3,3,"pair_fed",20.49,58.1,21.41,0.96,1.68,1.2,3.84,17.7,"circ_iso",6,NA,11,77,14,"65_1"
"Weisdorf ",1991,65,"65_1","65_1_2","R","Sprague_Dawley_rat","B",3,3,"pair_fed",20.49,21.41,58.1,1.44,3.35,2.39,7.18,17.7,"circ_iso",6,NA,11,65,17,"65_1"
"Shin ",1994,70,"70_1","70_1_1","R","Sprague_Dawley_rat","M",NA,2.857143,"ad_lib",11.52,79.34,9.14,0.48,0.63,0.56,1.67,16.3,"circ_iso",0,NA,4,0.062,NA,"70_1"
"Shin ",1994,70,"70_1","70_1_2","R","Sprague_Dawley_rat","M",NA,2.857143,"ad_lib",11.63,79.23,9.14,0.48,0.64,0.67,1.79,16.3,"circ_iso",0,NA,4,0.058,NA,"70_1"
