"Author","Year","Art_ID","Experimental_Unit","Group","Species","Strain","Sex","Age_wks","Duration_wks","Method","Diet_P","Diet_C","Diet_F","Diet_Iso","Diet_Leu","Diet_Val","Diet_BCAA","Diet_kJ_g","Trait","Time_fasted","Change_Adjusted","n","Mean","SD","unique_ID"
"Imamura ",2013,30,"30_1","30_1_11","R","Sprague_Dawley_rat","M",10,1,"ad_lib",44.6,39.5,15.9,1.89,11.52,2.5,15.91,16.9,"weight",0,1,6,366.388,39.8964359936281,"30_1"
"Imamura ",2013,30,"30_1","30_1_12","R","Sprague_Dawley_rat","M",10,1,"ad_lib",48.6,35.41,15.9,1.89,11.52,2.5,15.91,16.9,"weight",0,1,6,369.208,40.0457460912996,"30_1"
"Kaimoto",2013,31,"31_1","31_1_1","R","Wistar_rat","M",5,3,"ad_lib",19.32,63.68,17,0.9,1.63,1.19,3.72,17.9,"weight",0,NA,6,239,10,"31_1"
"Kaimoto",2013,31,"31_1","31_1_2","R","Wistar_rat","M",5,3,"ad_lib",23.815,59.16,17,2.08,3.53,2.62,8.23,17.9,"weight",0,NA,12,228,15,"31_1"
"Katayama ",1990,32,"32_1","32_1_1","R","Wistar_rat","M",NA,1.142857,"ad_lib",10.4,78,11.6,0.47,0.86,0.63,1.96,16.4,"weight",0,NA,5,68.2,4.54,"32_1"
"Katayama ",1990,32,"32_1","32_1_2","R","Wistar_rat","M",NA,1.142857,"ad_lib",17.7,70.7,11.6,0.47,0.86,0.63,1.96,16.4,"weight",0,NA,5,61.2,6.81,"32_1"
"Katayama ",1990,32,"32_1","32_1_3","R","Wistar_rat","M",NA,1.142857,"ad_lib",18.7,69.7,11.6,0.47,0.86,0.63,1.96,16.4,"weight",0,NA,5,62.2,4.79,"32_1"
"Katayama ",1990,32,"32_1","32_1_4","R","Wistar_rat","M",NA,1.142857,"ad_lib",16.6,71.8,11.6,0.47,0.86,6.87,8.2,16.4,"weight",0,NA,5,61,4.8,"32_1"
"Kim",2018,34,"34_1","34_1_1","R","FischerxNorway_rat","M",116,12,"ad_lib",17.74,72.84,9.42,1.43,2.46,1.8,5.69,16.1,"weight",0,NA,8,594.719,87.59553441,"34_1"
"Kim",2018,34,"34_1","34_1_2","R","FischerxNorway_rat","M",116,12,"ad_lib",20.15,70.7,9.14,2.17,3.59,2.68,8.44,16.3,"weight",0,NA,8,569.616,37.2389497,"34_1"
"Liu",2014,35,"35_1","35_1_1","M","C57Bl6_mouse","M",7,21,"ad_lib",20.8,67.58,11.62,0.98,1.77,1.3,4.05,16.4,"weight",0,NA,22,35.662,NA,"35_1"
"Liu",2014,35,"35_1","35_1_2","M","C57Bl6_mouse","M",7,21,"ad_lib",24.9,64.1,11,0.98,6.67,1.3,8.95,17.2,"weight",0,NA,22,34.864,NA,"35_1"
"Lollo",2013,37,"37_1","37_1_1","R","Wistar_rat","M",NA,4,"ad_lib",19.42,72.58,8,1.02,1.72,1.21,3.95,14.9,"weight",0,NA,6,321.5,7.465252842,"37_1"
"Lollo",2013,37,"37_1","37_1_2","R","Wistar_rat","M",NA,4,"ad_lib",24.56,67.44,8,1.02,6.86,1.21,9.09,14.9,"weight",0,NA,6,356,9.888377015,"37_1"
"Lollo",2013,37,"37_1","37_1_3","R","Wistar_rat","M",NA,4,"ad_lib",26.32,65.7,8,1.02,8.62,1.21,10.85,14.9,"weight",0,NA,6,332.6,7.621679605,"37_1"
"Lollo",2013,37,"37_1","37_1_4","R","Wistar_rat","M",NA,4,"ad_lib",22.85,69.15,8,5.15,1.21,7.38,13.74,14.9,"weight",0,NA,6,339.9,7.700649323,"37_1"
"Lollo",2013,37,"37_2","37_2_1","R","Wistar_rat","M",NA,4,"ad_lib",19.3,72.7,8,1.32,1.92,1.1,4.34,14.9,"weight",0,NA,6,311.6,6.646803743,"37_2"
"Lollo",2013,37,"37_2","37_2_2","R","Wistar_rat","M",NA,4,"ad_lib",22.7,69.3,8,1.32,5.32,1.1,7.74,14.9,"weight",0,NA,6,329.7,7.158910532,"37_2"
"Lollo",2013,37,"37_2","37_2_3","R","Wistar_rat","M",NA,4,"ad_lib",24.42,67.58,8,1.32,7.04,1.1,9.46,14.9,"weight",0,NA,6,347.3,8.348652586,"37_2"
"Lollo",2013,37,"37_2","37_2_4","R","Wistar_rat","M",NA,4,"ad_lib",26.12,65.88,8,1.32,8.72,1.1,11.14,14.9,"weight",0,NA,6,333.4,7.009279564,"37_2"
"Lollo",2012,38,"38_1","38_1_1","R","Wistar_rat","M",NA,4,"ad_lib",19.42,72.58,8,1.02,1.72,1.21,3.95,14.9,"weight",0,NA,6,341.32,20.02897901,"38_1"
"Lollo",2012,38,"38_1","38_1_2","R","Wistar_rat","M",NA,4,"ad_lib",24.56,67.44,8,1.02,6.86,1.21,9.09,14.9,"weight",0,NA,6,373.12,17.68078052,"38_1"
"Lollo",2012,38,"38_1","38_1_3","R","Wistar_rat","M",NA,4,"ad_lib",26.32,65.7,8,1.02,8.62,1.21,10.85,14.9,"weight",0,NA,6,341.72,17.68078052,"38_1"
"Lollo",2012,38,"38_1","38_1_4","R","Wistar_rat","M",NA,4,"ad_lib",22.85,69.15,8,5.15,1.21,7.38,13.74,14.9,"weight",0,NA,6,356.02,27.19209444,"38_1"
"Lollo",2012,38,"38_2","38_2_1","R","Wistar_rat","M",NA,4,"ad_lib",19.3,72.7,8,1.32,1.92,1.1,4.34,14.9,"weight",0,NA,6,331.72,29.3838391,"38_2"
"Lollo",2012,38,"38_2","38_2_2","R","Wistar_rat","M",NA,4,"ad_lib",22.7,69.3,8,1.32,5.32,1.1,7.74,14.9,"weight",0,NA,6,346.12,22.83440387,"38_2"
"Lollo",2012,38,"38_2","38_2_3","R","Wistar_rat","M",NA,4,"ad_lib",24.42,67.58,8,1.32,7.04,1.1,9.46,14.9,"weight",0,NA,6,367.02,22.40111604,"38_2"
"Lollo",2012,38,"38_2","38_2_4","R","Wistar_rat","M",NA,4,"ad_lib",26.12,65.88,8,1.32,8.72,1.1,11.14,14.9,"weight",0,NA,6,343.72,14.95192295,"38_2"
"Mandal",2012,39,"39_1","39_1_1","R","unk_rat","B",NA,4,"ad_lib",8,44,48,0.146,0.25,0.16,0.556,9.57,"weight",0,NA,5,73.31,2.058438486,"39_1"
"Mandal",2012,39,"39_1","39_1_2","R","unk_rat","B",NA,4,"ad_lib",8.54,65.45,26,0.167,0.29,0.18,0.637,17.38,"weight",0,NA,5,97.94,2.323144421,"39_1"
"Mandal",2012,39,"39_1","39_1_3","R","unk_rat","B",NA,4,"ad_lib",13.34,60.55,26.11,0.264,0.45,0.28,0.994,16.61,"weight",0,NA,5,108.58,2.780287755,"39_1"
"Mandal",2012,39,"39_1","39_1_4","R","unk_rat","B",NA,4,"ad_lib",18.37,54.1,27.6,0.37,0.63,0.39,1.39,16.01,"weight",0,NA,5,105.22,3.588927416,"39_1"
"Margolis ",2016,40,"40_1","40_1_1","R","Sprague_Dawley_rat","M",12,16,"ad_lib",10.1,72,17.9,0.537,1.02,0.61,2.167,18.9,"weight",0,NA,10,551.391,40.677,"40_1"
"Margolis ",2016,40,"40_1","40_1_2","R","Sprague_Dawley_rat","M",12,16,"ad_lib",33.8,44.96,21.21,1.99,3.62,2.26,7.87,19.3,"weight",0,NA,10,551.755,30.48,"40_1"
